# Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2007,1,1,1,1232,1225,1341,1340,WN,2891,N351,69,75,54,1,7,SMF,ONT,389,4,11,0,,0,0,0,0,0,0
2007,1,1,1,1918,1905,2043,2035,WN,462,N370,85,90,74,8,13,SMF,PDX,479,5,6,0,,0,0,0,0,0,0
2007,1,1,1,2206,2130,2334,2300,WN,1229,N685,88,90,73,34,36,SMF,PDX,479,6,9,0,,0,3,0,0,0,31
2007,1,1,1,1230,1200,1356,1330,WN,1355,N364,86,90,75,26,30,SMF,PDX,479,3,8,0,,0,23,0,0,0,3
2007,1,1,1,831,830,957,1000,WN,2278,N480,86,90,74,-3,1,SMF,PDX,479,3,9,1,,0,0,0,0,0,0
2007,1,1,1,1430,1420,1553,1550,WN,2386,N611SW,83,90,74,3,10,SMF,PDX,479,2,7,0,,0,0,0,0,0,0
2007,1,1,1,1936,1840,2217,2130,WN,409,N482,101,110,89,47,56,SMF,PHX,647,5,7,0,,0,46,0,0,0,1
2007,1,1,1,944,935,1223,1225,WN,1131,N749SW,99,110,86,-2,9,SMF,PHX,647,4,9,0,,0,0,0,0,0,0
2007,1,1,1,1537,1450,1819,1735,WN,1212,N451,102,105,90,44,47,SMF,PHX,647,5,7,0,,0,20,0,0,0,24
2007,1,1,1,1318,1315,1603,1610,WN,2456,N630WN,105,115,92,-7,3,SMF,PHX,647,5,8,0,,0,0,0,0,0,0
2007,1,1,1,836,835,1119,1130,WN,2575,N493,103,115,88,-11,1,SMF,PHX,647,7,8,0,,0,0,0,0,0,0
2007,1,1,1,2047,1955,2332,2240,WN,2608,N733SW,105,105,89,52,52,SMF,PHX,647,7,9,0,,0,49,0,0,0,3
2007,1,1,1,2128,2035,2245,2200,WN,139,N348,77,85,66,45,53,SMF,SAN,480,3,8,0,,0,0,0,3,0,42
2007,1,1,1,935,940,1048,1105,WN,747,N358,73,85,63,-17,-5,SMF,SAN,480,2,8,0,,0,0,0,0,0,0
2007,1,1,1,1251,1245,1405,1410,WN,933,N413,74,85,65,-5,6,SMF,SAN,480,2,7,0,,0,0,0,0,0,0
2007,1,1,1,1729,1645,1843,1810,WN,1054,N416,74,85,64,33,44,SMF,SAN,480,3,7,0,,0,3,0,0,0,30
2007,1,1,1,825,825,941,950,WN,1106,N383SW,76,85,63,-9,0,SMF,SAN,480,3,10,0,,0,0,0,0,0,0
2007,1,1,1,1042,1040,1158,1205,WN,1554,N316SW,76,85,66,-7,2,SMF,SAN,480,2,8,0,,0,0,0,0,0,0
2007,1,1,1,1726,1725,1839,1850,WN,1604,N691WN,73,85,63,-11,1,SMF,SAN,480,3,7,0,,0,0,0,0,0,0
2007,1,1,1,1849,1820,2016,1940,WN,1975,N308SW,87,80,69,36,29,SMF,SAN,480,3,15,0,,0,20,0,7,0,9
2007,1,1,1,2219,2105,2332,2225,WN,2083,N205,73,80,62,67,74,SMF,SAN,480,3,8,0,,0,0,0,0,0,67
2007,1,1,1,2012,1940,2131,2105,WN,2577,N603SW,79,85,66,26,32,SMF,SAN,480,3,10,0,,0,9,0,0,0,17
2007,1,1,1,1458,1455,1614,1620,WN,2587,N604SW,76,85,65,-6,3,SMF,SAN,480,2,9,0,,0,0,0,0,0,0
2007,1,1,1,1345,1345,1456,1510,WN,2643,N700GS,71,85,62,-14,0,SMF,SAN,480,2,7,0,,0,0,0,0,0,0
2007,1,1,1,715,720,836,845,WN,2755,N355,81,85,65,-9,-5,SMF,SAN,480,2,14,0,,0,0,0,0,0,0
2007,1,1,1,2119,2100,2310,2250,WN,961,N771,111,110,94,20,19,SMF,SEA,605,9,8,0,,0,19,0,1,0,0
2007,1,1,1,1530,1510,1714,1700,WN,1330,N469,104,110,91,14,20,SMF,SEA,605,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1045,1035,1240,1225,WN,1502,N327,115,110,104,15,10,SMF,SEA,605,5,6,0,,0,6,0,5,0,4
2007,1,1,1,802,800,953,955,WN,2403,N304SW,111,115,98,-2,2,SMF,SEA,605,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1415,1405,1529,1525,WN,976,N204,74,80,64,4,10,SMF,SNA,404,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1630,1630,1746,1750,WN,1146,N707SA,76,80,60,-4,0,SMF,SNA,404,6,10,0,,0,0,0,0,0,0
2007,1,1,1,1527,1525,1637,1645,WN,1240,N718SW,70,80,60,-8,2,SMF,SNA,404,4,6,0,,0,0,0,0,0,0
2007,1,1,1,731,735,844,900,WN,1488,N465,73,85,60,-16,-4,SMF,SNA,404,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1140,1140,1253,1300,WN,1596,N725,73,80,61,-7,0,SMF,SNA,404,6,6,0,,0,0,0,0,0,0
2007,1,1,1,2002,1935,2115,2055,WN,1784,N711HK,73,80,61,20,27,SMF,SNA,404,2,10,0,,0,19,0,0,0,1
2007,1,1,1,946,950,1100,1115,WN,2806,N781,74,85,60,-15,-4,SMF,SNA,404,3,11,0,,0,0,0,0,0,0
2007,1,1,1,1501,1455,1604,1555,WN,795,N781,63,60,46,9,6,SNA,LAS,226,7,10,0,,0,0,0,0,0,0
2007,1,1,1,1233,1155,1342,1300,WN,851,N479,69,65,47,42,38,SNA,LAS,226,15,7,0,,0,0,0,4,0,38
2007,1,1,1,NA,2030,NA,2135,WN,2734,0,NA,65,NA,NA,NA,SNA,LAS,226,0,0,1,A,0,0,0,0,0,0
2007,1,1,1,2057,1815,2205,1920,WN,2782,N781,68,65,50,165,162,SNA,LAS,226,4,14,0,,0,162,0,3,0,0
2007,1,1,1,810,810,1347,1405,WN,873,N774,217,235,205,-18,0,SNA,MDW,1731,4,8,0,,0,0,0,0,0,0
2007,1,1,1,1035,1035,1154,1155,WN,1184,N767,79,80,68,-1,0,SNA,OAK,371,5,6,1,,0,0,0,0,0,0
2007,1,1,1,1714,1715,1835,1835,WN,1737,N718SW,81,80,63,0,-1,SNA,OAK,371,13,5,0,,0,0,0,0,0,0
2007,1,1,1,1811,1805,1925,1925,WN,2217,N247,74,80,64,0,6,SNA,OAK,371,5,5,0,,0,0,0,0,0,0
2007,1,1,1,1946,1920,2110,2045,WN,2347,N204,84,85,67,25,26,SNA,OAK,371,5,12,0,,0,10,0,0,0,15
2007,1,1,1,2154,2115,2308,2235,WN,2449,N711HK,74,80,63,33,39,SNA,OAK,371,5,6,0,,0,16,0,0,0,17
2007,1,1,1,1600,1550,1718,1710,WN,2450,N204,78,80,68,8,10,SNA,OAK,371,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1325,1325,1443,1445,WN,2786,N725,78,80,65,-2,0,SNA,OAK,371,4,9,0,,0,0,0,0,0,0
2007,1,1,1,2052,2005,2214,2130,WN,2790,N774,82,85,65,44,47,SNA,OAK,371,8,9,0,,0,16,0,0,0,28
2007,1,1,1,905,905,1024,1025,WN,2992,N448,79,80,69,-1,0,SNA,OAK,371,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1737,1645,1946,1855,WN,212,N663SW,69,70,55,51,52,SNA,PHX,338,6,8,0,,0,20,0,0,0,31
2007,1,1,1,1101,1100,1307,1315,WN,324,N765,66,75,54,-8,1,SNA,PHX,338,5,7,0,,0,0,0,0,0,0
2007,1,1,1,1402,1350,1610,1600,WN,466,N467,68,70,47,10,12,SNA,PHX,338,13,8,0,,0,0,0,0,0,0
2007,1,1,1,921,925,1119,1140,WN,1488,N465,58,75,49,-21,-4,SNA,PHX,338,4,5,0,,0,0,0,0,0,0
2007,1,1,1,2108,2055,2312,2305,WN,1504,N718SW,64,70,53,7,13,SNA,PHX,338,4,7,0,,0,0,0,0,0,0
2007,1,1,1,1245,1245,1457,1450,WN,1684,N493,72,65,56,7,0,SNA,PHX,338,5,11,0,,0,0,0,0,0,0
2007,1,1,1,1743,1730,1958,1945,WN,1984,N248,75,75,58,13,13,SNA,PHX,338,7,10,0,,0,0,0,0,0,0
2007,1,1,1,1948,1905,2157,2115,WN,2515,N473,69,70,57,42,43,SNA,PHX,338,4,8,0,,0,17,0,0,0,25
2007,1,1,1,1408,1405,1520,1520,WN,127,N231,72,75,62,0,3,SNA,SJC,342,3,7,0,,0,0,0,0,0,0
2007,1,1,1,829,835,940,950,WN,528,N215,71,75,62,-10,-6,SNA,SJC,342,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1953,1935,2105,2050,WN,1137,N262,72,75,61,15,18,SNA,SJC,342,2,9,0,,0,15,0,0,0,0
2007,1,1,1,2148,2040,2305,2155,WN,1243,N458,77,75,65,70,68,SNA,SJC,342,3,9,0,,0,15,0,2,0,53
2007,1,1,1,1136,1135,1246,1250,WN,2037,N781,70,75,63,-4,1,SNA,SJC,342,2,5,0,,0,0,0,0,0,0
2007,1,1,1,950,950,1102,1105,WN,2124,N713SW,72,75,62,-3,0,SNA,SJC,342,3,7,0,,0,0,0,0,0,0
2007,1,1,1,1638,1640,1749,1755,WN,2299,N719SW,71,75,61,-6,-2,SNA,SJC,342,4,6,0,,0,0,0,0,0,0
2007,1,1,1,938,940,1105,1105,WN,654,N245,87,85,75,0,-2,SNA,SMF,404,4,8,0,,0,0,0,0,0,0
2007,1,1,1,1439,1440,1607,1605,WN,728,N707SA,88,85,70,2,-1,SNA,SMF,404,3,15,0,,0,0,0,0,0,0
2007,1,1,1,1739,1740,1906,1905,WN,812,N482,87,85,70,1,-1,SNA,SMF,404,7,10,0,,0,0,0,0,0,0
2007,1,1,1,1329,1330,1457,1455,WN,1803,N713SW,88,85,76,2,-1,SNA,SMF,404,2,10,0,,0,0,0,0,0,0
2007,1,1,1,1052,1055,1220,1220,WN,1977,N413,88,85,72,0,-3,SNA,SMF,404,3,13,0,,0,0,0,0,0,0
2007,1,1,1,2128,2105,2254,2230,WN,2042,N442,86,85,70,24,23,SNA,SMF,404,5,11,0,,0,9,0,1,0,14
2007,1,1,1,1215,1215,1339,1340,WN,2588,N204,84,85,71,-1,0,SNA,SMF,404,4,9,1,,0,0,0,0,0,0
2007,1,1,1,1634,1625,1808,1810,WN,291,N622SW,154,165,140,-2,9,STL,ABQ,934,5,9,0,,0,0,0,0,0,0
2007,1,1,1,1830,1835,1937,1950,WN,794,N399WN,67,75,58,-13,-5,STL,BHM,410,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1621,1605,1908,1900,WN,357,N727SW,107,115,97,8,16,STL,BWI,737,4,6,0,,0,0,0,0,0,0
2007,1,1,1,2050,2050,2338,2335,WN,675,N637SW,108,105,97,3,0,STL,BWI,737,4,7,0,,0,0,0,0,0,0
2007,1,1,1,915,915,1158,1210,WN,2574,N664WN,103,115,94,-12,0,STL,BWI,737,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1936,1930,2159,2155,WN,1057,N742,83,85,72,4,6,STL,CLE,487,5,6,0,,0,0,0,0,0,0
2007,1,1,1,959,1000,1222,1225,WN,1477,N390SW,83,85,70,-3,-1,STL,CLE,487,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1430,1420,1641,1635,WN,522,N444,71,75,60,6,10,STL,CMH,410,4,7,0,,0,0,0,0,0,0
2007,1,1,1,2116,2110,2241,2250,WN,82,N270,85,100,77,-9,6,STL,DAL,546,2,6,0,,0,0,0,0,0,0
2007,1,1,1,1423,1405,1554,1550,WN,86,N504,91,105,79,4,18,STL,DAL,546,3,9,0,,0,0,0,0,0,0
2007,1,1,1,1902,1855,2036,2035,WN,939,N507,94,100,83,1,7,STL,DAL,546,3,8,0,,0,0,0,0,0,0
2007,1,1,1,908,905,1035,1050,WN,1959,N270,87,105,78,-15,3,STL,DAL,546,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1058,1040,1224,1225,WN,2108,N671SW,86,105,77,-1,18,STL,DAL,546,3,6,0,,0,0,0,0,0,0
2007,1,1,1,2112,2110,2322,2330,WN,198,N526,70,80,60,-8,2,STL,DTW,440,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1657,1700,1920,1925,WN,1880,N637SW,83,85,69,-5,-3,STL,DTW,440,7,7,0,,0,0,0,0,0,0
2007,1,1,1,1649,1645,2019,2025,WN,1460,N730MA,150,160,140,-6,4,STL,FLL,1056,3,7,0,,0,0,0,0,0,0
2007,1,1,1,816,815,1003,1020,WN,669,N625SW,107,125,97,-17,1,STL,HOU,687,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1442,1355,1632,1600,WN,1556,N367,110,125,98,32,47,STL,HOU,687,3,9,0,,0,8,0,0,0,24
2007,1,1,1,1654,1655,1846,1905,WN,1629,N615SW,112,130,99,-19,-1,STL,HOU,687,5,8,0,,0,0,0,0,0,0
2007,1,1,1,951,955,1139,1200,WN,2011,N636WN,108,125,96,-21,-4,STL,HOU,687,3,9,0,,0,0,0,0,0,0
2007,1,1,1,2050,2045,2243,2250,WN,2948,N699SW,113,125,104,-7,5,STL,HOU,687,3,6,0,,0,0,0,0,0,0
2007,1,1,1,808,810,946,950,WN,1214,N635SW,218,220,201,-4,-2,STL,LAS,1372,10,7,0,,0,0,0,0,0,0
2007,1,1,1,1711,1710,1832,1850,WN,1516,N793,201,220,186,-18,1,STL,LAS,1372,8,7,0,,0,0,0,0,0,0
2007,1,1,1,1446,1445,1631,1700,WN,732,N483,225,255,209,-29,1,STL,LAX,1593,7,9,0,,0,0,0,0,0,0
2007,1,1,1,1014,1010,1106,1115,WN,1361,N338,52,65,42,-9,4,STL,LIT,296,3,7,0,,0,0,0,0,0,0
2007,1,1,1,1813,1815,1910,1920,WN,1659,N682,57,65,48,-10,-2,STL,LIT,296,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1914,1850,2016,1950,WN,205,N477,62,60,44,26,24,STL,MCI,237,9,9,0,,0,14,0,2,0,10
2007,1,1,1,1629,1630,1728,1730,WN,1315,N686SW,59,60,45,-2,-1,STL,MCI,237,6,8,0,,0,0,0,0,0,0
2007,1,1,1,2123,2125,2218,2230,WN,1456,N680,55,65,43,-12,-2,STL,MCI,237,4,8,0,,0,0,0,0,0,0
2007,1,1,1,925,925,1023,1025,WN,1565,N220,58,60,45,-2,0,STL,MCI,237,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1224,1230,1314,1330,WN,2584,N601WN,50,60,41,-16,-6,STL,MCI,237,4,5,0,,0,0,0,0,0,0
2007,1,1,1,1132,1135,1443,1450,WN,338,N226,131,135,114,-7,-3,STL,MCO,880,11,6,0,,0,0,0,0,0,0
2007,1,1,1,755,755,1102,1115,WN,837,N432,127,140,113,-13,0,STL,MCO,880,6,8,0,,0,0,0,0,0,0
2007,1,1,1,1738,1740,2050,2055,WN,1844,N359,132,135,118,-5,-2,STL,MCO,880,5,9,0,,0,0,0,0,0,0
2007,1,1,1,1617,1410,1929,1725,WN,2175,N362,132,135,117,124,127,STL,MCO,880,7,8,0,,0,124,0,0,0,0
2007,1,1,1,1503,1445,1559,1545,WN,260,N509,56,60,44,14,18,STL,MDW,251,5,7,0,,0,0,0,0,0,0
2007,1,1,1,2144,2150,2238,2245,WN,739,N671SW,54,55,44,-7,-6,STL,MDW,251,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1601,1600,1711,1700,WN,1303,N774,70,60,44,11,1,STL,MDW,251,19,7,0,,0,0,0,0,0,0
2007,1,1,1,810,810,909,910,WN,1919,N667SW,59,60,47,-1,0,STL,MDW,251,4,8,0,,0,0,0,0,0,0
2007,1,1,1,1927,1900,2025,2005,WN,2013,N502,58,65,45,20,27,STL,MDW,251,6,7,0,,0,0,0,0,0,20
2007,1,1,1,1151,1150,1245,1250,WN,2142,N419,54,60,43,-5,1,STL,MDW,251,5,6,0,,0,0,0,0,0,0
2007,1,1,1,920,915,1018,1015,WN,2535,N505,58,60,47,3,5,STL,MDW,251,5,6,0,,0,0,0,0,0,0
2007,1,1,1,1614,1525,1707,1625,WN,2850,N303SW,53,60,43,42,49,STL,MDW,251,5,5,0,,0,0,0,0,0,42
2007,1,1,1,1720,1705,1817,1810,WN,2851,N625SW,57,65,44,7,15,STL,MDW,251,8,5,0,,0,0,0,0,0,0
2007,1,1,1,1207,1055,1301,1155,WN,2968,N687SW,54,60,46,66,72,STL,MDW,251,4,4,0,,0,66,0,0,0,0
2007,1,1,1,1957,1945,2119,2115,WN,403,N678,82,90,72,4,12,STL,OKC,462,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1159,1205,1322,1340,WN,2747,N647SW,83,95,71,-18,-6,STL,OKC,462,4,8,0,,0,0,0,0,0,0
2007,1,1,1,2104,2055,2206,2205,WN,818,N432,62,70,54,1,9,STL,OMA,342,3,5,0,,0,0,0,0,0,0
2007,1,1,1,1423,1400,1529,1510,WN,1134,N353,66,70,57,19,23,STL,OMA,342,3,6,0,,0,19,0,0,0,0
2007,1,1,1,912,915,1018,1025,WN,2440,N302SW,66,70,58,-7,-3,STL,OMA,342,3,5,0,,0,0,0,0,0,0
2007,1,1,1,1323,1220,1535,1445,WN,271,N624SW,192,205,181,50,63,STL,PHX,1262,5,6,0,,0,50,0,0,0,0
2007,1,1,1,918,915,1136,1150,WN,605,N315SW,198,215,187,-14,3,STL,PHX,1262,5,6,0,,0,0,0,0,0,0
2007,1,1,1,1401,1400,1607,1630,WN,812,N482,186,210,174,-23,1,STL,PHX,1262,5,7,0,,0,0,0,0,0,0
2007,1,1,1,642,645,853,920,WN,1819,N767,191,215,179,-27,-3,STL,PHX,1262,5,7,0,,0,0,0,0,0,0
2007,1,1,1,1640,1640,1911,1910,WN,2711,N750,211,210,173,1,0,STL,PHX,1262,26,12,0,,0,0,0,0,0,0
2007,1,1,1,2113,2050,2317,2320,WN,2927,N417,184,210,169,-3,23,STL,PHX,1262,5,10,0,,0,0,0,0,0,0
2007,1,1,1,2021,2000,2212,2155,WN,149,N623SW,51,55,41,17,21,STL,SDF,254,3,7,0,,0,2,0,0,0,15
2007,1,1,1,1411,1330,1600,1525,WN,1010,N384SW,49,55,40,35,41,STL,SDF,254,3,6,0,,0,35,0,0,0,0
2007,1,1,1,830,835,1025,1050,WN,247,N723,175,195,166,-25,-5,STL,SLC,1156,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1804,1805,2002,2025,WN,1942,N667SW,178,200,167,-23,-1,STL,SLC,1156,4,7,0,,0,0,0,0,0,0
2007,1,1,1,1753,1750,2056,2105,WN,2410,N452,123,135,112,-9,3,STL,TPA,869,5,6,0,,0,0,0,0,0,0
2007,1,1,1,2119,2055,2227,2210,WN,687,N669SW,68,75,59,17,24,STL,TUL,351,3,6,0,,0,8,0,0,0,9
2007,1,1,1,842,840,946,955,WN,2673,N502,64,75,55,-9,2,STL,TUL,351,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1400,1405,1534,1600,WN,2695,N769,214,235,198,-26,-5,TPA,ABQ,1497,4,12,0,,0,0,0,0,0,0
2007,1,1,1,1122,1120,1349,1405,WN,1167,N773,147,165,134,-16,2,TPA,ALB,1130,2,11,0,,0,0,0,0,0,0
2007,1,1,1,915,915,1035,1055,WN,1482,N784,140,160,128,-20,0,TPA,AUS,928,4,8,0,,0,0,0,0,0,0
2007,1,1,1,2024,2000,2242,2240,WN,2344,N219,138,160,127,2,24,TPA,BDL,1111,4,7,0,,0,0,0,0,0,0
2007,1,1,1,1007,1000,1253,1245,WN,2844,N676SW,166,165,132,8,7,TPA,BDL,1111,23,11,0,,0,0,0,0,0,0
2007,1,1,1,825,825,844,850,WN,224,N701GS,79,85,65,-6,0,TPA,BHM,460,4,10,0,,0,0,0,0,0,0
2007,1,1,1,1455,1425,1522,1455,WN,1929,N386SW,87,90,67,27,30,TPA,BHM,460,2,18,0,,0,15,0,0,0,12
2007,1,1,1,1442,1440,1520,1530,WN,515,N261,98,110,83,-10,2,TPA,BNA,612,5,10,0,,0,0,0,0,0,0
2007,1,1,1,1036,1025,1115,1115,WN,653,N238,99,110,84,0,11,TPA,BNA,612,5,10,0,,0,0,0,0,0,0
2007,1,1,1,2128,2135,2203,2225,WN,2633,N452,95,110,81,-22,-7,TPA,BNA,612,4,10,0,,0,0,0,0,0,0
2007,1,1,1,1908,1855,1950,1945,WN,2701,N380SW,102,110,87,5,13,TPA,BNA,612,4,11,0,,0,0,0,0,0,0
2007,1,1,1,1319,1320,1530,1555,WN,617,N651SW,131,155,123,-25,-1,TPA,BUF,1054,2,6,0,,0,0,0,0,0,0
2007,1,1,1,1358,1350,1602,1600,WN,144,N619SW,124,130,108,2,8,TPA,BWI,842,4,12,0,,0,0,0,0,0,0
